id,smile,gap,Lumo(ev),Wavelength(nm)
aeac48c677343c11aee52d837e167624,C/C/C(=C/[O-])/C,4.96981704,6.43676205,292.94
fe7d93d440de395dada1465b7d58da74,C[C@H]1[C@@H](C[C@H]([C@H](O1)O)O)O,7.83622378,0.98068444,182.48
acf21990b9b63082bfed4efdc0303092,C/C/1(C#COC1)C,3.38314363,-2.95402616,651.88
9ca41ea50029302b854c7a7e7bea6bf8,C[C@H]1[C@@H]([C@@H](C[C@H](O1)O)O)O,8.11486442,1.11510678,177.2
861f8e3d38f9346b9ab21ac8b2867d6d,C[C@@H]([C@@]12CCC[C@H]1C=C2)O,5.81961657,-0.20272195,224.3
ee841e9b687d3bdcbc929e845e4d67ad,C[C@@H]1[C@H]2[C@H](O[C@@]2)CC1=O,3.81008422,-1.94994026,528.12
62e50c6142693647878acd88ab52238f,C1[C@@H]2[C@@H](COCO1)OCO2,8.78044548,1.80272875,159.33
381f745fd2c83d01b8fbad56624010c7,C[C@@H]1[C@H]2[C@H](O2)C(O1)OC,9.37446161,2.23565576,150.54
9e148522c78d3ae987e9b8c4f1802778,C1[C@@H]2[C@H]1O[C@@H]3[C@H]2COC3,8.08275544,1.84572213,174.38
c20ab1cf9a25354fa146ab5d80457206,C[C@@H]1[C@H]2[C@H](O2)CC(O1)O,8.78316658,1.62014294,160.12
caba89df379a319dbde0dccdc25bcb7a,C/C/C(=C/C(=C)C)/F,5.56981959,-0.30340265,214.1
027854130e233842aa0d8fc0a0d553b1,C[C@H]1[C@@H]2C[C@H]1[C@@H](C2)OC,8.97037826,2.31266289,155.62
492798787a273d1f8eb25de0aad29259,C[C@@H]1[C@H]2[C@@H]1[C@H](CC2)O,8.29608968,1.54068682,176.11
866c9503a3ea3b6e9900edba5752be18,C[C@H]1[C@@H]([C@](C1=C)(C)O)C,6.86424686,0.31864081,216.63
fd5336d6a315360382c837b3afc398f6,C[C@@H]([C@@]1(C[C@H](O1)C)CO)O,7.38914705,1.1074877,192.22
140cca8e32c13523877ed0e860421d13,C/C/C(=C/O)/C,6.48465341,0.95156867,220.6
9ebf60b494e33739ac53529a1363179f,CC/C/1(CCCCC1)/CO,8.1633,1.2707537,180.7
8f9dce1f2e6232ab8abaff2721ae08da,C1[C@@H]2CC23C[C@@H]3C1CO,3.13443509,-0.46258699999999997,679.05
d14f62e2d2713b9a86ab86b95e782e0b,C1[C@@H]2[C@@H]([C@@H](CO2)OC1O)O,7.64873999,1.00843966,184.3
c2e8838967d73771a7a7f9b824cd9b23,CC[C@H]([C@H]1CCCC[C@@H]1O)O,7.87540762,1.19782822,181.32
49ec25bbdd26308892fcb9bdbd7ec004,C/C/1(/C(=CC1)O)C,6.677579400000001,1.06639909,219.37
6f4b3141967d35ddb7604438613a91eb,C/C/1(/C=CC1)OC,6.42832664,-0.029932099999999996,226.17
f717156890d13dfd9152cae1762afdf0,C/C/C(=C/C=C)/C,5.28845785,-0.38313088,227.91
229b4ef231c531e8840745676dfe164f,C[C@@H]([C@]1(C[C@H]1CC=C)O)O,6.96002958,0.66041097,195.36
885a92e3dc1e3ec0b8957d2e56d91b94,C[C@H]1[C@@H]2COC[C@@H]2CC1=O,5.68573845,-0.90258887,314.02
dc3f9831e13937f69414f8268a639560,C/C/C(=C/OC)C,6.29880228,0.97388169,198.2
529f8e007f1c362cadd7f6fe79d3f388,C12[C@H](O1)COC[C@@H]2CO,8.29472913,1.43755713,170.49
a79965975a0533fe9733afc633d3cb86,C/C/1(CCC=C1)C,7.3769021,1.01714718,168.11
f999628794e6362ebe35a08903cb2c74,C[C@H]1[C@@H]([C@@]1(C)CO)CCO,8.13826588,1.57905433,176.17
d908ddf183c8370e9ee4f12b19794ac3,C[C@H]1[C@@]2(COC[C@H]1O2)CO,7.31241203,0.81224835,193.37
630c9383ab4d3b2ca90d2315aba2e928,C[C@@H]1[C@H]2CC[C@@H](C1=O)O2,5.59839114,-0.85007164,318.68
39401c302a243fce946eefa4dc273e62,CC/C/C/1=C/CCCCCC1,6.60982401,0.63891428,190.12
402503f5a0633347b340972aa66c0a1f,C[C@@H](C1[C@@H]2[C@H]1CCCC2)O,8.45119238,1.78068784,173.31
2734b326567f3799981b15d25d6072ae,C[C@@H]1[C@H]2C[C@@H]1C[C@@H]2O,8.75241815,1.82613021,170.39
945653b03a6338c995ba14fb38924f54,C[C@H]1[C@@H]([C@@H]1C(C)C)CO,8.26969501,1.63919064,177.27
d98cad4054df31e5b32064fd9480e87f,C/C/C=C/OOC,6.58342934,1.10095706,229.46
33c9d04fe24b3f99b16043f6e8435dfb,C1[C@@H]2[C@H](COCO1)OCO2,8.96411973,2.0761993000000003,155.26
eeac1fc4869433419b932f797c49ed6c,C[C@@H]1[C@H]2[C@@H](C(CO2)O1)O,7.77391059,1.2108895,181.18
b874d81556953175ac47a2effd6068a9,C[C@@H]([C@@]1(CC1(CO)C)O)O,7.902074400000001,1.24191004,177.97
33dfcea8f04d312bb7c9a9e305add440,C/C/C=C/O,6.95159417,1.10721559,209.14
ed0489c4233e39488b2c55df3ab2711e,C/C/1(/COC1/C)C,8.43241679,1.97306961,164.93
a1921aaa54803409a33b90b04bf0fe74,C[C@@H]1[C@H]2[C@H](C2=O)OCC1=O,4.25797728,-1.84898745,468.67
1f65788b0d5330ae91bc6b66851a3421,C/C/1(C#CC1=C)O,3.85770347,-2.78014787,455.09
5f5c9901e362314eaa0f28ad65edba11,C[C@H]1[C@@H](C(=O)CC[C@@H]1O)C,5.9347191,-0.6476218,303.0
ec4fb6b3ba8037188b318c98a90356d8,C/C/C=C/O/C=C/C,5.81852813,0.33877695,226.38
cb8dc8120d2d369fa17ff2191286105e,C/C=C/[C]O,3.40736142,-1.7034086,605.88
50465a96151f38faa60049f1b2ff3081,C[C@H]1[C@@H]([C@H]2CCC[C@H]2O1)O,7.89717642,1.39347531,177.05
b045fc6d01d83d1a9d1574fc5aee283b,C[C@@H](C[C@H](C(C)(C)C)O)O,8.23214383,1.35429147,174.53
701d9ee073c335fa9e60ca4efbd75a0e,C/C/C=C/OCC1CO1,6.46642204,0.74394874,192.44
237440c62dfc3fc190f20af58b47e210,C1[C@@H]2C[C@@H]3[C@H]1C[C@H]2OC3,8.50017218,2.14776423,163.72
e2b8e02e92cd37c48a3d45eb9991ce05,C/C/1(C=O)OC(=O)C1,5.89444682,-1.62231982,313.92
345fe15725473986a67a43384c56f678,C[C@H]1[C@@H]2CC[C@@H](C2)CC1=O,5.75730338,-0.64925446,314.39
c0bad7faad243ff7a00fd76cf2d2cded,C[C@H]1[C@@H]([C@@H]2C[C@H]1CC2=O)C,5.88954884,-0.41959362,304.85
9013022b1d2930aab4fe35c20493a47f,C/C/C(=C/F)/OC,6.48329286,0.8326565999999999,194.23
7908130459953dec91ec481e5b2ba445,CC[C@H]([C@]12CCCC[C@@H]1C2)O,8.35132801,1.58966662,174.6
828f14fe939834608262f68bc8ba81d3,C[C@H]1[C@@H]([C@H](CCO1)OC)OC,8.49228099,2.13143763,164.84
5430be1b716b30c0a809d6eade6810c2,C[C@@H](COCOCC[C@@H](C)O)O,8.47595439,1.44109456,170.93
7dd86e17189d394c9370dd871f64501e,C[C@H]1[C@@H]2C[C@H](C1CO)C=C2,6.94070977,0.68272399,185.22
3aac2b02906832caaa677111c430bb76,C/C/C(=C/CC=C)/O,6.00437926,0.30122577,233.25
6ceacc5daff03e42bd898aca8cd653cc,C/C/C=C/C(C)O,6.79812413,0.24462689,200.7
267b7964a3f53eb39b031fb9009f9e43,C/C/C(=C/C#CC)C,5.68492212,-0.03210898,227.53
5726219578a3338ea75b01fe405053e3,C1[C@@H]2C[C@H]([C@H]1C=CC=C2)O,5.11131424,-0.46013801,255.7
2cc8bf31bdff34e695309036fa7ccb7c,C[C@@H]1[C@H]2[C@H](C1=O)CCC2=O,5.33907031,-1.28898507,323.35
7606681a7e21355eba81d62b8f6154ab,C/C=C/[C]OC,3.3496741,-1.82422544,614.33
7f3fe60d59923a4289de676693780728,C[C@@H]1[C@H]2C=C[C@]2(C1=O)OC,4.94913668,-1.39075421,355.42
60b915b2875633b9bfd8965b84cb6705,C/C/1=C/CC1O,6.58669466,0.36054575,199.42
f2855e61b2b93f90a363a416ecdd40ed,C/C/1COC(C(=O)O1)C,6.33608135,-0.68952674,262.9
fe338f5192733557b18cd1b46ea3986f,C/C/C(=C/[O-])/OC,4.75240115,6.50914331,309.64
ad4dbadbfbbb3142ad5bf0a26211b6dd,C/C/C(=C/CO)/O,6.38152372,0.70666967,216.03
eed0bece56d33f5c9c46007ecba55776,C/C/1=C/OCC1,6.51458551,1.17442676,198.62
e32fa06c17703f059af989e30f718484,C/C/C=C/[C@H](C)OC,6.740164699999999,0.35319878,204.53
d64cb87040243c1692733fa5539b0d6b,C/C/C(=C/F)/C(C)O,6.75458653,0.22775607,193.18
0a2be092ad6f3b7e96299c3650963e56,C/C/C(=C/C)/C=O,4.95539521,-1.86531405,377.4
500e2bdd44c1317db9801bc2684f0c79,C[C@@H]1[C@H]2C=C[C@H](O2)CC1=O,5.93063745,-0.76952708,304.06
d5cd8547ef5039a7b6d19804927e892a,C/C=C/CO,6.65689904,0.17415039999999998,205.55
d46155998faa321d8f2ae4f2b79259ab,C[C@@H]1[C@H]2C[C@@H]([C@H]1C=O)C=C2,5.63240489,-0.96462995,318.77
8189e4bb37073e93bae56869a73a8691,C/C/C(=C/C)/C(C)C,6.65172895,0.68898252,186.18
9519ce91d2bc311fb4f75ee13377282e,C[C@H]1[C@@H]2[C@@H](CC[C@@H]2O)OCO1,7.9809863,1.35293092,179.11
601e55af82cf394ea427bacfc72fba43,C[C@@H](/[C@H](C1CCCC1)C)O,8.48357347,1.551027,171.13
eda3761bb8323de2a72b39e83261a0c5,C[C@@H]1[C@H]2[C@@H]1C=CCC=C2,5.98261046,0.08299355,238.5
9aa1b3a6bbc7323a9ad6de4066ccbf57,C/C/C(C#CC#CC)CO,6.53281688,0.15210949,244.37
d15d4ab4cb1739069dc5399c34ff4536,C/C/C/C/C=C/COC(=O),5.95948111,-0.75265626,251.68
5c3c57a1b5953e7aa5f300fdbc22a759,C/C/C=C/C/C=C/C=C,5.60138435,-0.28462706,231.5
78c77ac91dbb3f1481f28e8113b8c364,C[C@@H]1[C@H]2[C@@H](OC2C(O1)O)C,8.06615673,1.32082194,179.34
4841247b3e5539ce950ccf9d1a3fa03a,C/C/C=C/C=C/CCC#C,5.14206267,-0.52054643,244.25
4e57182114f837f8a92a821f2cfcfca3,C[C@@H]1[C@H]2C=C[C@H](O2)CC1(O),6.86914484,0.34258649,206.19
3c9e4db980933eb29cb1d09dbda37571,C/C/C(=C/C(=O)O)/OC,5.46288036,-0.87211255,286.56
0bdcf2495de239e3800a0eeb4b60ae1e,C[C@@H]1[C@H]2[C@H](C1O)CCC2=O,5.70560248,-0.35238245,312.44
67e9f2faf400358d828b916726789bcc,C/C/1(C=CCCC1=C)O,6.77744377,0.28245018,208.03
9e301283135b3858a700722b07ab76ae,C/C/1C[C@@H]([C@@H]1C=C)O,7.29445277,0.75292837,187.49
6e17011385ea314781f2712cf855f409,C/C/1(/C2CCC1C2)O,8.65962864,1.6435444,169.56
e3961bf329e73756aa4a6310d7e0b334,C/C/C/1/COC1OCC,8.9877933,2.11402259,154.16
57b33cf744be33389dd0e75e277f0570,C(O[O-])(F)F,5.79648722,8.27513721,264.72
77a44dbdf49f38fb8107b4da51174ef5,C/C/C/C(=C/C)/C=O,4.95104145,-1.84327314,376.81
048ff83900053696bdf74b45e0840fc3,C/C/C(=C/F)/C=C/C,5.44682587,-0.33415108,231.42
2b374f2c1448311d84b29574c3d0e145,C/C=C/[C@@H](C)O,6.76628726,0.33959328,195.49
bb566b95e203322da06ad83c1f0efe69,C/C/1(/CCC1)COC,8.85962949,1.96762741,157.2
8d3d28dff17a354899251bd1f057274d,C/C/C/C=C/C=C/OCC,4.87920441,-0.28625972,256.69
d724d2f8a31631cfac072588a59bae31,C/C/1(/COC1)CC=C,6.80628743,0.35428722,206.72
dfcfee270e9432cb92e5ea8300144569,C(OO)(F)F,8.84493555,0.48789323,170.17
9af0f8b6689b358480fd391690fb0665,C/C/C=C/[C@H]1[C@H](O1)CO,6.78805606,0.19210966,205.7
4eaada4d001a3ea4a759a52c25fe799d,C/C/C/C(=C/CC)/C=O,4.96627961,-1.83864727,375.4
8c1ed5e72d023edea2cc01cd5a704f64,C(C[O-])[O-],5.92356259,13.77665719,252.53
116826c436e93cd2925af3b8efd187cd,C(OF)OF,8.07540847,-0.12734748,200.82
65100383c66e33c6b0d6d962d0566e6b,C[C@@H]1[C@H]2[C@@H](C1=O)CCCO2,5.47322054,-0.86422136,326.45
6e561d74aad0373aaa6321f2900766a4,C(OF)F,8.47187274,-0.08789153,195.69
5a2a6f9b9579301285966b03c1b8a622,C/C/C(=C/C#C)/C=C,4.90804807,-1.06694331,251.34
c73938e0be0c3590a93aefd655edb011,C[C@@H]1[C@H]2CC[C@@H](C1=O)C=C2,5.662609099999999,-0.51864166,308.36
42f7bf9906cf3788881772f4e973fed3,C/C/C(=C/C)/C=C,5.50995539,-0.33877695,227.07
f5f21337598b346eb46e9b2e0777880d,C/C/C/C/C=C/C(F)(F),7.02098222,-0.24326634,174.69
a73ed2cce96f3c90bb7c23f401cd3fa7,C[C@@H]1[C@H]2COC[C@@H]2CC1=O,5.80029676,-0.98177288,309.4
94795c25f2603e0c9a52b0b7590a35a3,C/C/C/C=C/CC=C,6.59431374,0.38775675,202.48
9d92d222ee07369c9d6236bdc9f55f75,C/C/1=C/OC(C1)OC,6.47676222,0.7809557,199.35
7015804bc5aa3f5da79622c68c2b321d,C/C=C/[C@H]1[C@H](O1)C#C,6.88084557,0.13959243,201.32
d462c4074f943498a1fcfe81a4183c3f,C/C/C/C=C/O/C=C/C,5.71866376,0.28952504,230.75
ca35cb6d882c31b582a08f05a57046c0,C(OO)OF,7.68139319,0.10312969,199.24
5bf8e7f9e4e13d69bcc837bc61085abd,C/C=C/C=C/C#CC,4.57743442,-0.92163657,271.93
f8e51857047c3d71a208d6b639858a85,C/C/C=C/COC=O,6.09063813,-0.67129537,257.93
ffe056f195093bd293db5cf4c3c211fe,C(O)OC(=O)[O-],4.87702753,5.01389886,293.15
9245dd55734f31bda9456c2c2025c9ce,C/C/C/1/COCC1=O,5.68791533,-1.09306587,313.89
60e333135a12302c9389291d4235727e,C/C/1(C/C=C/CC1)O,6.92982537,0.42830114,196.69
eda6a3ddecbe312c9c776fa322049aec,C/C/C=C/C(C)/C=C/C,6.50179634,0.42694059,210.53
956755198be5393786ca222f5b0249b1,C/C/C/1(C#CC1)C,3.49144341,-2.55348024,425.97
fde3891153de3d8a9374f78038e458b1,C/C/C(C=C)OC(=O)OC,6.87431493,-0.054422000000000005,225.56
e352cbb071293fd382496fd65dd586f2,C[C@@H]1[C@H]2[C@@H](C1=O)CCCC2,5.4285945,-0.70775811,329.16
b5dc8434ef6134e696d04fb3ed38fed1,C[C@@H]1[C@H]2CC[C@]1([C@@H]2C)C,9.47106066,2.24926126,145.68
e3fbf67a6c753113913e65ba291b9da7,C/C=C/[C@@]1([C@H](O1)C=O)O,5.65825534,-1.18395061,325.78
e2680dfe7ad53a118c4ac496dd6848e6,C/C/C(=C/OC=C)/CO,5.79567089,0.13360601,226.6
59218886ed323603b83f57b646a54065,C/C/1C=CCOCO1,6.80438266,-0.08299355,215.76
334e88bf700232449d2846c66c5c8000,C(C#CC(=O)O)O,5.80873217,-1.80000765,296.44
14d0847ef0d03e0da1e33ae9979e7e92,C(O)(O)OC(=O)O,7.61717523,-0.48544424,215.66
2fdd57395ddc33568652f1eb1c31526a,C(C[O-])C[O-],5.52546566,12.4653591,268.73
9cbca6cb116036c88ec65eff8e0dd4f2,C/C/1=C/OCCCC#C1,5.35349214,-0.18802801,256.44
bbd07ee9e512322c85047d248d149c29,C[C@H]1[C@@H]2[C@H](CC[C@H]2O)CCO1,8.05091857,1.5483059,173.06
940426986bbb346ea67a595ed1ed2307,C/C/C=C/OC(C)OC,6.83485898,1.08626312,184.97
7f4c759ba2ff33ef8ddbf1f1e799a821,C[C@@H]1[C@H]2[C@H](CC[C@@]2(O1)C)O,7.53227691,1.05007249,192.02
49cc5295cdd6358db50c29e07518ba6f,CC/C/1=C/CCCCCCCC1,6.55404146,0.67945867,192.65
f8b7340cc65d3f1db5c6e09b3be6f07b,C/C/C(C#C/C=C/OC)O,5.62669058,-0.27183789,227.1
879f242198e535709cbe8a3f6eb70374,C/C=C/[C@H]1[C@@H](O1)C#C,6.8435665,0.06421796,205.49
c9ff6e1c47223c0fa39836988f9cb518,C[C@@H]1[C@H]2[C@H]1[C@@H](CC=CC2)O,6.61417777,0.5632676999999999,218.47
04f68a03684e36deb6fbb429406ae6d6,C/C=C/C#CCC#CC,5.86723582,-0.09986437,227.85
2dcd5dc8e1af3aa5ade75e44be047c0e,C/C/1(C[C@H]2C[C@H]2C1=O)O,5.60029591,-0.94667069,319.23
f0544f617ffe315f926671eb304bf94a,C/C/C(=C/OCC)/C=C,5.22614466,-0.11673519,236.1
a0fa0408e137344ea79bd61d1aad499c,C/C/C/C(=C/C)/C,6.87186594,0.85687439,177.74
d566380758423bd69bdc032b4b123739,C[C@@H]1[C@H]2C[C@@H]([C@@H]1CO)C=C2,6.97853306,0.6340163000000001,183.51
63190bdc1f7831a580e8187aa6c9ae00,C(O/F)(OC(F)F)F,8.13364001,-0.86068393,205.73
7361eacab2893d2aab1da7f7435bd814,C/C/C(=C/C(C)C)O,6.70016453,1.01306553,221.59
a7131bbb5603366aafa441c7b17e27a3,CC/C/1CCCC=C1COCCOC,6.6748582999999995,0.46938975,199.82
a81c9830be213fafb47bf5450b62e0e6,C/C=C/C=[O+]CCO,3.42749756,-7.76438674,462.02
ac4e7c27ce96316a8950b366c877b061,C/C/C(C(CCCC#C)O)O,7.89989752,1.11347412,182.45
1da3f3bf29523f5caba55bcbacfe8019,C/C/1(CCOOC1)O,7.9755441,1.20027721,178.13
1775e2a22d4339cda38bba25d9d5975c,C/C=C/[C]OCOC,3.66967546,-1.84164048,529.99
5c199d7627db38bcbd3195081f113e14,C/C/C(=C/CCCC=C)O,6.04954952,0.50938992,224.51
2238156935833ea99f48979d726f47d0,C/C=C/C#CC=C(C)C,5.46995522,-0.28217807,274.4
0ce29d8e3f9f3b69b90763267698a7df,C[C@@H]1[C@H](O1)C,9.66317032,2.70722239,148.71
2ff54866b7ed36498aa4cf99b4ca00cf,C[C@H]1[C@@]2(CO[C@@H]2CC[C@H]1O)C,7.39540558,1.1374198,186.05
7ceaefefdca83841aa3d03191f2c37b8,CO/C=C/O,6.37036721,1.07728349,238.72
8d0d35170bac39e0b9a393e1e4c18c4c,C[C@@H]([C@@]1(CCCCO1)COC)O,8.06996627,1.58558497,174.02
0956437da9d83506834dad6e3823ab21,C[C@@H]1[C@H]2C[C@H]3[C@@H]1COC3C2=O,5.33362811,-0.85932338,337.3
754061934e60356dbafe1d3fb103f2f2,C[C@@H]1[C@H](OCO1)[C@@H],2.58858243,-3.15702022,1647.42
42fd7014a52830e0b6d07cc5dbe4da32,C/C/1(/C=C/CC1/O)O,7.24928251,0.42367527,196.05
12846f4971663cd1b594af945eaa5d33,C/C/1=C/OCOCC1O,6.29145531,0.28979715,208.7
b4ff2c4b63e93c09a8d1d322ac42c2be,C(C(O)(O)O)(O)O,8.11568075,0.63211153,174.0
462fcaa5fcc73c95864e483aaf873f4d,CO/C=C/OO,5.89771214,0.82748651,263.83
69e50214e90c3146aeb9b6de86eaf41c,C/C=C/[C@H](C(=O)OC)O,6.40492518,-0.46421966,257.4
aae39c795f66361dba39c0f37fe87672,C=CC=O,5.02097372,-1.98749144,374.08
eebe9cf0b5de3088aa820353be4f08e9,C/C/C/C(=C/CC)/CC,6.86370264,0.9306162,176.92
8c5ca06d6ae53e68b181523b917c19de,C(OCF)OC=CF,7.02642442,0.58612494,180.32
f6b7539796cc3e75b59fae79c9661398,C/C=C/[C@H]1[C@@H](O1)CC=C,6.88819254,0.32435512,204.13
0908671864c83f6394b062609d6b767f,C=C=CF,2.56273198,-2.74667834,812.16
1e38f45cd0ed34eba4ece2508796cb83,C(C=CC(F)(F)F)O,6.46968736,-1.17769208,225.32
351f124745c33bbbaf35bfa46bbd846f,C/C=C/[C]1[CH]C1(C)C,1.84055204,-3.26858532,1200.45
330fbd3344e3341f9f62ebe89a004906,C(OC(C(O)F)F)F,9.4313326,0.88245273,153.85
0d958e581c0f318aad9f109daf72a207,CC/C/C/1=C/CCCCCCC1,6.39295234,0.52027432,198.32
d1b21f542dcf3c25a88628e2beafe8e6,C=C(OF)F,5.06505554,-2.07456664,343.88
c83fc3ca9d063e09940430daddc7d195,C(C=O)C(=O)CC(=O)[O-],1.98068869,1.84027993,843.54
83369c5cea1b3c9eaf0bfdbc3ecd0aad,C/C=C/COC(C)C=O,5.54396914,-0.98939196,321.56
7518aad32fb937d48ceec68be281f0eb,CO/C=C/C=C,5.15675661,-0.41714463,239.5
11f993f0743731c6a99cbe44cf1310ee,C/C/1(CCCC=C1)C,7.23486068,0.85551384,170.28
9d2538c92dce3cbc8f2a402f0481c7bf,C/C/C(=C/[O-])/CCC=C,2.82014804,3.95511885,558.25
c11e3c74194b3e18aa4038be2622c864,C/C=C/[C@@H](C=C)OC,6.71730746,0.23047717,211.99
5840c71a0f4a37319bd27a66f80a0587,C(CF)C(C(F)F)F,10.29691451,1.55810186,137.47
aa216e6a0899302c8cd280b90c212441,C=C=C=C=O,3.45960654,-2.83293721,613.37
05fa4f602ff9349f8046d6d7237476bc,CO/C(=O)/C=C/O,5.75485439,-1.08544679,277.12
40f29b19f52130679695734b4ba811b2,C=C=C,1.25415499,-3.00518284,-3313.74
62c6072384de39a196f96d6e5c6aa99d,C/C/1=C/CCC/C=C/OC1,6.47132002,0.53687303,219.65
8aa489abefeb3628bd9b22ab54d07ad8,C/C=C/[C@@](C)(C(=O)O)O,6.50669432,-0.36952538,253.84
16d9c01bdabe3ee8b43658d1103ad0ef,C=C(OO)F,6.72438232,-0.1442183,228.75
771ce3535c3333e781e06fc490582c2f,C/C/C/1(C/C=C/C1)O,7.38479329,0.92735088,179.11
7fb47c2290363d3eb3fd2e4e7db1bbff,C/C/1=C/CCOCOC1,6.42478921,0.25170175,202.97
bd2cce0717783a0893c650dee35e6635,C=C(O)F,7.36792247,0.93660262,199.58
6e6ef085252038ebaf164310174e3254,C/C=C/[C@H]1C[C@@H]1CO,6.64302143,0.48027415,191.69
c095e9e4ca9b3d839c44e5eaa18f857b,C/C=C/C[C@H](C)C=O,5.55131611,-0.98966407,315.84
49e60a5378eb317785c82aec1f83a17d,C/C=C/[C@H]1CO[C@@H]1C=O,5.32900224,-1.2734748,334.81
5b3894afd1fd3cb1958efaa82142947f,CO/C=C/CO,6.6503684000000005,0.72354049,187.16
bb64fa39201a30f7ae74bd272558cabe,C/C/C(C/C=C/CO)CC,6.61172878,0.14258564,206.06
8e55fd9e0e2838208b36dcbbf1fc18d8,C/C/1CC1C/C=C/CO,6.53744275,0.18340214,210.53
0200e82a87ca3812b3d9469955ba8224,C/C/1=C/[C]CCCCC1,2.37388764,-2.29198253,1432.91
645bf94d15c83b8db7872a173c30b9bc,CO/C(=C/C=O)/C=O,4.16926942,-2.91320966,453.33
f2ce42ac016f3d428ced0544317a4b61,C/C/1(/C2COC1C2)C,8.69255395,2.25252658,159.88
f6e59a546bee368d94e5ba5bb88aece9,C/C=C/[C@H]([C@H](C)O)O,6.88819254,0.22204176,203.12
1257572f60c937978a12411ef79e6e6b,C[C@@H]1[C@@H]2[C@H](O1)CCO2,8.77255429,2.03864812,159.78
203c3a41c4e434f1b4944546e8e7bfa2,C=CC#CF,6.1469649,-0.65714565,219.38
3f37db1af63a3491a2a17266ef7f758a,C/C/1=C/OCCOC1CO,6.32873438,0.38040978,210.24
88c2542f05c93940a029e881cf6823d0,C[C@@H]1[C@@H]2[C@]1([C@@H][C@H]2)OC,2.28762877,-2.46041862,863.36
7e6c726a577437619e4276209b65a456,C=CCOF,6.83186577,-0.49115855,219.01
a0d5275bb1f3326b81b9d6bb0882b39d,C[C@@H]1[C@@H]2[C@@H](O2)CCO1,8.95051423,2.1142947,162.22
c522bb8d0aae339f99cb0f9ab14500cf,CO/C=C/CC=O,4.87131322,-0.98639875,314.43
f7973e94bccb335289e4b6aa948bc52d,CO/C=C/OOC,6.30315604,1.29742048,246.88
5084059942b13868bec1d27df39fcff8,C[C@@H]1[C@H]2CC[C@H](C2)[C@@]1(C)O,8.48819934,1.58885029,172.65
6a15425542733e078ae20aeca621e970,C/C=C/C1CCC1C,6.62805538,0.50231506,189.95
26588fd453dd3af5aa3b2f85dcc8f7c5,C=C(C=O)C(=O)[O-],2.29252675,1.88436175,920.41
67b2c08a54a432acba8b690eb90b1f1e,C/C/C(=C/CCC=C)C,6.52955156,0.4489815,210.72
25333b57ab10350b927fc1800b2819df,CO/C=C/OCC(=O)O,4.35321578,-0.97061637,346.12
c3714be8dba83f7bbc20848a0e4c219f,C[C@@H]1[C@H](OC=CO1)C,6.65118473,1.22939298,197.38
9dff137fe5e03add99c48a38ff168b79,C[C@@H]1[C@H](O1)[C@H]2CC2,9.06724942,2.2176965,154.03
899ae20236383b109220d70ecb4d3f6d,C[C@H]1[C@@H]2[C@H]1[C@H](CCCCC2)O,8.10207525,1.50259142,179.17
b54fc9ef00883e80bebe8393621ab6e9,C/C/C(CC=C)CC=C,7.24247976,0.57714531,185.77
5d191f9a503c3bb79a5f358f0cc9dcc3,C(C1C(O1)OCO)OO,8.15540881,1.34993771,177.84
d22302d2972b393b90a7c3f3f5272f64,C1=[C](C=CC(=O)O1)O,4.000017,-2.12953286,342.49
ca8a445c4b573141a1f9327373691bc5,C[C@@H]1[C@H]2[C@@H]1C(=O)CCCCC2,5.711588900000001,-0.62558089,316.72
1e0e6c91694d36329aa94894a59f7018,CO/C=C/OCC=C,5.25770942,0.18095315,274.32
41d4bafdc92b350fbb297bfb38d8d384,C/C/1=C/CC(CC1)CO,6.86016521,1.22367867,195.01
4a814ec07fb13f04a591a941c5638aab,C(CO)C(C#CCO)O,7.37935109,0.73360856,195.98
067bcea1f86836d5afd8568d5ccd0980,CO/C/C=C/C(=C)O,5.07784471,-0.59020659,253.51
2061e4442cb73bcb92909f3718dc9e0f,C/C=C/[C@H]([C@@H](C)CO)O,6.68438215,0.408165,214.59
c1c188eda8703da6a9362e9c141669b0,C/C=C/[C@H]([C@H]1COCO1)O,6.65417794,-0.02231302,213.31
80c877c01bea3ff1915e5819aad4d41d,CO/C=C/O/C=C/OC,5.56138418,0.65551299,236.89
01ca550d0495324baadfab190bdd49e7,C/C/C(=C/C=C)/CCCO,5.38859433,-0.39211051,225.6
27ffc7ef4fc23c9b9063ad5647fd3a4e,CO/C(=O)/C=C/OC,5.71376578,-1.11537889,273.58
c98c8f3e5fac338f8bb6d98f27a3ac0d,C/C=C/[C@@H]1C=C[C@H](O1)CO,6.51540184,0.23319827,218.38
c95599604ff33a33b6419a7da48dbf2c,C1=[C](CC(=O)O)C=C1,2.76926347,-2.08790003,675.39
d8e4c0a1f8033224be44ef3badc52f87,C/C/1=C/OC1OCCCCO,5.83730372,0.01959192,230.43
f88fc19619183d93b1e90a1c44773fd1,C1[C@H](C1=CF)F,7.0422068,-0.08952419,197.22
0516315464c83e149a606b4dd4a18174,C/C/C/1(CCCCCC1)O,8.58915215,1.77796674,171.18
a07881cf18263b5c90f6c9e59773ad75,C/C/C/1CCCCCC1,10.03487258,2.14722001,135.84
b616371422c8344f8673ebc6e600f536,C1[C@H]([C@@H][C@@]1F)O,2.41715313,-3.50341625,652.3
